date;tavg;tmin;tmax;prcp;snow;wdir;wspd;wpgt;pres;tsun
20/11/2023;20.9;12.8;29;0;;91;12.7;;1013.8;
21/11/2023;24.7;14.8;34;0;;9;9.2;;1007.9;
22/11/2023;20.6;1;25;3.7;;118;15.7;;1007.6;
23/11/2023;21.9;18;26;0.2;;131;11.5;;1015.8;
24/11/2023;20.5;14.1;27;0;;116;10.7;;1021.5;
25/11/2023;19.1;13;25;0;;98;14.8;;1019.8;
26/11/2023;22.3;15.9;29;0;;109;14.8;;1015.4;
27/11/2023;23.9;17.8;30;0;;112;11.8;;1014.6;
28/11/2023;21.3;20;22;8.6;;105;21.4;;1012.2;
29/11/2023;23.4;19;29;1;;109;17.8;;1008.9;
30/11/2023;24.1;18.9;30;0;;121;10.1;;1010.1;
01/12/2023;25.5;19.8;33;0;;106;16.2;;1008.9;
02/12/2023;25.4;21.5;33;0.6;;54;8;;1008.3;
03/12/2023;24.8;21;29;0.7;;137;14.3;;1010.5;
04/12/2023;19.8;19;21;7.8;;130;21.6;;1017.7;
05/12/2023;21.7;19.2;25;0;;106;24.9;;1017.1;
06/12/2023;24.7;20.5;30;11.7;;86;9.2;;1010;
07/12/2023;24.2;21;26;10.9;;277;15.7;;1009.1;
08/12/2023;21.2;17;25;0.5;;160;13.5;;1017.8;
09/12/2023;20.3;14.4;26;0;;104;22.3;;1017.3;
10/12/2023;21.9;18.1;27;3;;103;13.3;;1012.8;
11/12/2023;22.7;18.6;29;1.6;;112;18.3;;1013.2;
12/12/2023;24.6;18.2;32;0;;108;15.9;;1014.1;
13/12/2023;27.2;19.4;34;0;;49;10;;1009.6;
14/12/2023;28.3;23.8;35;0.1;;316;11.4;;1007.8;
15/12/2023;28.1;23;36;11.4;;93;10.2;;1009.9;
16/12/2023;28.6;23;35;1.2;;74;6;;1010.1;
17/12/2023;30.4;24;38;0.4;;89;9.6;;1007.7;
18/12/2023;28.8;24;36;1.7;;151;11.3;;1007.6;
19/12/2023;25.1;23;29;2.4;;195;13.2;;1009.6;
20/12/2023;24.7;22;28;0;;102;20.8;;1011.9;
21/12/2023;26.9;22;33;0;;81;11.4;;1011.1;
22/12/2023;26.5;22;32;5.1;;123;9.8;;1010.8;
23/12/2023;26.3;21;32;10;;113;10.8;;1010.5;
24/12/2023;25.5;21.7;30;1.2;;105;13.2;;1011.5;
25/12/2023;24.6;21;32;6.9;;231;14.5;;1008.4;
26/12/2023;22.8;18;26;0;;216;14;;1014.9;
27/12/2023;22;16.6;28;0;;74;12.3;;1016;
28/12/2023;26.5;17;36;0;;54;11.5;;1009;
29/12/2023;23.8;21;27;16.1;;271;14.8;;1008.3;
30/12/2023;21;17;26;0;;168;12.2;;1016.5;
31/12/2023;20.6;15;26;0;;104;12.9;;1016.7;
